business_name,categories,rating,address,price_range,url
Dotty's Cafe,Cafes,0,"12 E Green St , Illinois",,https://www.yelp.com/biz/dottys-cafe-champaign?osq=Restaurants
DP Dough,"Pizza,Fast Food",3,"33 E Green St , Illinois",$,https://www.yelp.com/biz/dp-dough-champaign-2?osq=Restaurants
Dragon Fire Pizza,"Food Trucks,Pizza",4.5," , Illinois",$,https://www.yelp.com/biz/dragon-fire-pizza-champaign?osq=Restaurants
Dumpling Noodle BBQ,"Noodles,Barbeque,Chinese",3.5,"715 S Neil St , Illinois",,https://www.yelp.com/biz/dumpling-noodle-bbq-champaign?osq=Restaurants
Edible Arrangements,"Chocolatiers & Shops,Salad,Juice Bars & Smoothies",4.5,"49 E Marketview Dr , Illinois",$$$,https://www.yelp.com/biz/edible-arrangements-champaign?osq=Restaurants
Eighty Three,Vietnamese,0,"401 N Broadway Ave , Illinois",,https://www.yelp.com/biz/eighty-three-urbana?osq=Restaurants
Einstein Bros Bagels,"Breakfast & Brunch,Bagels",4,"803 W Anthony Dr , Illinois",$,https://www.yelp.com/biz/einstein-bros-bagels-champaign?osq=Restaurants
Einstein Bros Bagels,"Breakfast & Brunch,Sandwiches",3.5,"901 W University Ave , Illinois",$,https://www.yelp.com/biz/einstein-bros-bagels-urbana-2?osq=Restaurants
El Oasis,"Ice Cream & Frozen Yogurt,Mexican",4.5,"510 N Cunningham Ave , Illinois",$,https://www.yelp.com/biz/el-oasis-urbana?osq=Restaurants
El Patio,"Mexican,Salad,Steakhouses",3.5,"2506 Village Green Pl , Illinois",$$,https://www.yelp.com/biz/el-patio-champaign?osq=Restaurants
El Progreso Tienda Y,"Mexican,Meat Shops",4.5,"1017 W Bloomington Rd , Illinois",,https://www.yelp.com/biz/el-progreso-tienda-y-champaign?osq=Restaurants
El Toro At The Fields,Mexican,5,"3401 Fields S Dr , Illinois",,https://www.yelp.com/biz/el-toro-at-the-fields-champaign?osq=Restaurants
El Toro Bravo,Mexican,3,"2561 W Springfield Ave , Illinois",$,https://www.yelp.com/biz/el-toro-bravo-champaign?osq=Restaurants
El Toro Mexican Restaurant,Mexican,3,"723 S Neil St , Illinois",$,https://www.yelp.com/biz/el-toro-mexican-restaurant-champaign?osq=Restaurants
Enzo Pizza,Pizza,0,"300 S Broadway Ave , Illinois",,https://www.yelp.com/biz/enzo-pizza-urbana?osq=Restaurants
Espresso Royale,"Coffee & Tea,Cafes",4,"2401 Village Green Pl , Illinois",$,https://www.yelp.com/biz/espresso-royale-champaign-6?osq=Restaurants
Esquire Lounge,"Pizza,Pool Halls,American (Traditional)",4,"106 N Walnut St , Illinois",$,https://www.yelp.com/biz/esquire-lounge-champaign?osq=Restaurants
Everyday Kitchen Restaurant & Bar,"American (Traditional),Cocktail Bars",4.5,"1807 S Neil St , Illinois",$$,https://www.yelp.com/biz/everyday-kitchen-restaurant-and-bar-champaign?osq=Restaurants
Evo Cafe,Chinese,2.5,"711 S 6th St , Illinois",$$,https://www.yelp.com/biz/evo-cafe-champaign?osq=Restaurants
Farmhouse Restaurant At Harvest Market,"American (Traditional),Delis,Breakfast & Brunch",2.5,"2029 South Neil St , Illinois",$$$,https://www.yelp.com/biz/farmhouse-restaurant-at-harvest-market-champaign?osq=Restaurants
Fat Sandwich Company,Sandwiches,3,"502 E John St , Illinois",$,https://www.yelp.com/biz/fat-sandwich-company-champaign?osq=Restaurants
Fazoli's,Italian,3,"2029 N Prospect Ave , Illinois",$,https://www.yelp.com/biz/fazolis-champaign?osq=Restaurants
Fernando's,"Mexican,Latin American",0,"618 E Daniel St , Illinois",,https://www.yelp.com/biz/fernando-s-champaign?osq=Restaurants
Fernando's Food,"Food Trucks,Mexican",5,"44 E Sprinfield , Illinois",$,https://www.yelp.com/biz/fernandos-food-champaign?osq=Restaurants
Fiesta Cafe,Mexican,3.5,"216 S 1st St , Illinois",$$,https://www.yelp.com/biz/fiesta-cafe-champaign?osq=Restaurants
Filippo's Pizza and Italian Food of Mahomet,"Italian,Pizza,Sandwiches",3.5,"2012 Tin Cup Rd , Illinois",$,https://www.yelp.com/biz/filippos-pizza-and-italian-food-of-mahomet-mahomet?osq=Restaurants
Firehouse Subs,"Sandwiches,Fast Food,Delis",3.5,"803 W Anthony Dr , Illinois",$,https://www.yelp.com/biz/firehouse-subs-champaign?osq=Restaurants
First Wok,Chinese,4,"1805 Philo Rd , Illinois",$,https://www.yelp.com/biz/first-wok-urbana?osq=Restaurants
Five Guys,"Burgers,Fast Food",2.5,"901 B West Anthony Dr , Illinois",$,https://www.yelp.com/biz/five-guys-champaign?osq=Restaurants
FOUR,Breakfast & Brunch,3.5,"401 E Green St , Illinois",,https://www.yelp.com/biz/four-champaign?osq=Restaurants
Franchise Management Systems,Restaurants,0,"4102 Fieldstone Rd , Illinois",,https://www.yelp.com/biz/franchise-management-systems-champaign?osq=Restaurants
Freddy's Frozen Custard & Steakburgers,"Burgers,Ice Cream & Frozen Yogurt,Fast Food",3,"420 W Towncenter Blvd , Illinois",$,https://www.yelp.com/biz/freddys-frozen-custard-and-steakburgers-champaign?osq=Restaurants
Game On Sports Tavern,Restaurants,0,"121 E Market St , Illinois",,https://www.yelp.com/biz/game-on-sports-tavern-sadorus?osq=Restaurants
Garbanzo Mediterranean Fresh,"Mediterranean,Fast Food,Greek",3,"1401 W Green St , Illinois",,https://www.yelp.com/biz/garbanzo-mediterranean-fresh-urbana-2?osq=Restaurants
Garcia's Pizza In A Pan,Pizza,3,"313 N Mattis Ave , Illinois",$,https://www.yelp.com/biz/garcias-pizza-in-a-pan-champaign-2?osq=Restaurants
Godfathers Pizza,Pizza,0,"1201 N Mattis Ave , Illinois",,https://www.yelp.com/biz/godfathers-pizza-champaign?osq=Restaurants
Golden Crab Seafood & Bar,"Cajun/Creole,Bars,Seafood",0,"902 Meijer Dr , Illinois",,https://www.yelp.com/biz/golden-crab-seafood-and-bar-champaign?osq=Restaurants
Golden Harbor Authentic Chinese Cuisine,"Chinese,Taiwanese",4.5,"505 S Neil St , Illinois",$$,https://www.yelp.com/biz/golden-harbor-authentic-chinese-cuisine-champaign?osq=Restaurants
Golden Wok,"Thai,Chinese",4,"405 E University Ave , Illinois",$,https://www.yelp.com/biz/golden-wok-champaign?osq=Restaurants
Good Fella Korean Bistro,Korean,3.5,"905 S Neil St , Illinois",$$,https://www.yelp.com/biz/good-fella-korean-bistro-champaign?osq=Restaurants
Grandma's Kitchen,Restaurants,0,"214 S David , Illinois",,https://www.yelp.com/biz/grandmas-kitchen-sidney?osq=Restaurants
Great American Grill,American (Traditional),4,"1501 S Neil St , Illinois",,https://www.yelp.com/biz/great-american-grill-champaign?osq=Restaurants
Great Steak,"Sandwiches,Cheesesteaks",3,"2000 N Neil St , Illinois",,https://www.yelp.com/biz/great-steak-champaign?osq=Restaurants
Great Wall Chinese Restaurant,Chinese,0,"1209 N Prospect Ave , Illinois",,https://www.yelp.com/biz/great-wall-chinese-restaurant-champaign?osq=Restaurants
Green Jade,"Chinese,Seafood",4,"1109 W Windsor , Illinois",$,https://www.yelp.com/biz/green-jade-champaign?osq=Restaurants
Guido's Bar & Grill,"Bars,American (Traditional)",3,"2 E Main St , Illinois",$$,https://www.yelp.com/biz/guidos-bar-and-grill-champaign?osq=Restaurants
Gulliver's,American (Traditional),0,"2400 W Bradley Ave , Illinois",,https://www.yelp.com/biz/gullivers-champaign?osq=Restaurants
Hamilton Walker's,"Seafood,Steakhouses,Bars",3.5,"201 N Neil St , Illinois",$$$,https://www.yelp.com/biz/hamilton-walkers-champaign?osq=Restaurants
Hank's Table,"Burgers,Fast Food,Cocktail Bars",3,"122 N Neil St , Illinois",,https://www.yelp.com/biz/hanks-table-champaign?osq=Restaurants
Happy Wanderer,Restaurants,0,"402 E Green St , Illinois",,https://www.yelp.com/biz/happy-wanderer-champaign?osq=Restaurants
Hardee's,American (New),2.5,"1201 N Mattis Ave , Illinois",$,https://www.yelp.com/biz/hardees-champaign-2?osq=Restaurants
Hardee's,"Burgers,Fast Food",0,"1806 W Bradley Ave , Illinois",,https://www.yelp.com/biz/hardees-champaign-4?osq=Restaurants
Hen House Family Restaurant,American (Traditional),3.5,"74 State Rt 47 , Illinois",$,https://www.yelp.com/biz/hen-house-family-restaurant-mahomet?osq=Restaurants
Hooters,"American (Traditional),Sports Bars,Chicken Wings",2,"1706 State St , Illinois",$$,https://www.yelp.com/biz/hooters-champaign?osq=Restaurants
Hot Wok Express,Chinese,3,"1102 W University Ave , Illinois",$,https://www.yelp.com/biz/hot-wok-express-urbana?osq=Restaurants
Houlihan's,"American (New),Bars",3,"1900 S 1st St , Illinois",$$,https://www.yelp.com/biz/houlihans-champaign-2?osq=Restaurants
Howdy Burger,"Burgers,Hot Dogs",3.5,"625 E Green St , Illinois",,https://www.yelp.com/biz/howdy-burger-champaign?osq=Restaurants
Huaraches Moroleon,Mexican,4.5,"805 Philo Rd , Illinois",$,https://www.yelp.com/biz/huaraches-moroleon-urbana?osq=Restaurants
I Wok,Chinese,4,"113 Calvin St , Illinois",$,https://www.yelp.com/biz/i-wok-savoy?osq=Restaurants
Illini Inn,"Dive Bars,Pubs,Pizza",3.5,"901 S 4th St , Illinois",$,https://www.yelp.com/biz/illini-inn-champaign?osq=Restaurants
Illini Union Ballroom Dining,American (Traditional),2.5,"1404 W Green St , Illinois",$,https://www.yelp.com/biz/illini-union-ballroom-dining-urbana?osq=Restaurants
interlude,Restaurants,0,"500 S Goodwin , Illinois",,https://www.yelp.com/biz/interlude-urbana?osq=Restaurants
Intermezzo Café,"Bakeries,American (Traditional)",3.5,"500 S Goodwin Ave , Illinois",$,https://www.yelp.com/biz/intermezzo-caf%C3%A9-urbana-2?osq=Restaurants
ISR Dining Hall,Cafeteria,0,"1010 W Illinois St , Illinois",,https://www.yelp.com/biz/isr-dining-hall-urbana?osq=Restaurants
It'll Do Bar & Grill,"Sports Bars,Beer Bar,American (Traditional)",4,"215 S Lake Of The Woods Rd , Illinois",,https://www.yelp.com/biz/itll-do-bar-and-grill-mahomet?osq=Restaurants
J Gumbo's,Cajun/Creole,4,"700 S Gregory St , Illinois",$,https://www.yelp.com/biz/j-gumbos-urbana?osq=Restaurants
J6 Foods,Fast Food,0," , Illinois",,https://www.yelp.com/biz/j6-foods-champaign?osq=Restaurants
Jackson's Ribs-N-Tips,Barbeque,0,"116 N 1st , Illinois",$,https://www.yelp.com/biz/jacksons-ribs-n-tips-champaign?osq=Restaurants
Jade Kitchen Chinese Fast Food,Chinese,0,"1025 Highway 74 E , Illinois",,https://www.yelp.com/biz/jade-kitchen-chinese-fast-food-wadesboro?osq=Restaurants
Jerusalem Middle Eastern Cuisine,Middle Eastern,3.5,"601 S Wright St , Illinois",$,https://www.yelp.com/biz/jerusalem-middle-eastern-cuisine-champaign?osq=Restaurants
Jet's Pizza,Pizza,3.5,"1907 W Springfield Ave , Illinois",$,https://www.yelp.com/biz/jets-pizza-champaign-2?osq=Restaurants
Jet's Pizza,Pizza,3.5,"512 S Neil St , Illinois",$,https://www.yelp.com/biz/jets-pizza-champaign?osq=Restaurants
Jimmy John's,"Sandwiches,Delis,Fast Food",2.5,"102 E University Ave , Illinois",$,https://www.yelp.com/biz/jimmy-johns-urbana-2?osq=Restaurants
Jimmy John's,"Delis,Sandwiches,Fast Food",2.5,"1511 North Prospect Ave , Illinois",$,https://www.yelp.com/biz/jimmy-johns-champaign-4?osq=Restaurants
Jimmy John's,"Delis,Sandwiches,Fast Food",3.5,"1801 W Springfield Ave , Illinois",$,https://www.yelp.com/biz/jimmy-johns-champaign-5?osq=Restaurants
Jimmy John's,"Sandwiches,Delis,Fast Food",3,"1811 West Kirby Ave , Illinois",$,https://www.yelp.com/biz/jimmy-johns-champaign-3?osq=Restaurants
Jimmy John's,"Sandwiches,Delis,Fast Food",3,"43 East Green St , Illinois",$,https://www.yelp.com/biz/jimmy-johns-champaign?osq=Restaurants
Jimmy John's,"Sandwiches,Delis,Fast Food",4,"807 S Lincoln Ave , Illinois",$,https://www.yelp.com/biz/jimmy-johns-urbana?osq=Restaurants
Jimmy Johns,"Fast Food,Sandwiches,Delis",0,"701 E Main St , Illinois",,https://www.yelp.com/biz/jimmy-johns-mahomet-3?osq=Restaurants
Jipbap Taste of Korea,Korean,4,"601 S 6th St , Illinois",$,https://www.yelp.com/biz/jipbap-taste-of-korea-champaign?osq=Restaurants
Joe's Brewery,"Bars,Burgers,American (Traditional)",3,"706 S 5th St , Illinois",$,https://www.yelp.com/biz/joes-brewery-champaign?osq=Restaurants
JT Walker's Restaurant and Brewery,"American (Traditional),Sports Bars",4,"401 E Main St , Illinois",$$,https://www.yelp.com/biz/jt-walkers-restaurant-and-brewery-mahomet-2?osq=Restaurants
Jumbo Crab,Seafood,0,"2028 N Prospect Ave , Illinois",,https://www.yelp.com/biz/jumbo-crab-champaign?osq=Restaurants
Jupiter's Pizzeria and Billards,"Pizza,Pool Halls",3,"2511 Village Green Pl , Illinois",$$,https://www.yelp.com/biz/jupiters-pizzeria-and-billards-champaign-2?osq=Restaurants
Jupiter's Pizzeria and Billiards,"Pool Halls,Pizza,Lounges",3.5,"39 E Main St , Illinois",$$,https://www.yelp.com/biz/jupiters-pizzeria-and-billiards-champaign?osq=Restaurants
Jurassic Grill,"Burgers,American (Traditional)",4,"404 E Green St , Illinois",$,https://www.yelp.com/biz/jurassic-grill-champaign?osq=Restaurants
Kam's,"Comfort Food,Pubs,Sports Bars",2,"618 E Daniel St , Illinois",$,https://www.yelp.com/biz/kams-champaign?osq=Restaurants
Kato's Cajun,Cajun/Creole,2," , Illinois",$$,https://www.yelp.com/biz/katos-cajun-champaign?osq=Restaurants
KFC,"Fast Food,Chicken Wings,Chicken Shop",3,"2201 W Springfield Ave , Illinois",$,https://www.yelp.com/biz/kfc-champaign-2?osq=Restaurants
KFC,"Fast Food,Chicken Wings,Chicken Shop",2.5,"410 University Ave , Illinois",$,https://www.yelp.com/biz/kfc-urbana?osq=Restaurants
Kofusion,"Asian Fusion,Sushi Bars",3.5,"1 E Main St , Illinois",$$,https://www.yelp.com/biz/kofusion-champaign?osq=Restaurants
Kofusion,"Sushi Bars,Asian Fusion",3.5,"701 S Gregory St , Illinois",$$,https://www.yelp.com/biz/kofusion-urbana-2?osq=Restaurants
Kohinoor Indian Restaurant and Lounge,"Indian,Bars",4.5,"6 E Columbia Ave , Illinois",$,https://www.yelp.com/biz/kohinoor-indian-restaurant-and-lounge-champaign?osq=Restaurants
Kraft Pizza,Pizza,0,"901 N Country Fair Dr , Illinois",,https://www.yelp.com/biz/kraft-pizza-champaign?osq=Restaurants
Krispy Krunchy Chicken,Chicken Wings,4.5,"900 W Bradley Ave , Illinois",$,https://www.yelp.com/biz/krispy-krunchy-chicken-champaign-2?osq=Restaurants
Krystals Kato,Restaurants,0,"2000 N Neil St , Illinois",,https://www.yelp.com/biz/krystals-kato-champaign?osq=Restaurants
Kung Fu BBQ,"Barbeque,Shanghainese,Hot Pot",3.5,"510 E John St , Illinois",$$,https://www.yelp.com/biz/kung-fu-bbq-champaign?osq=Restaurants
La Bamba,Mexican,3,"1905 Glenn Park Dr , Illinois",$,https://www.yelp.com/biz/la-bamba-champaign-4?osq=Restaurants
La Mixteca Restaurant,Mexican,4.5,"510 N Cunningham , Illinois",,https://www.yelp.com/biz/la-mixteca-restaurant-urbana-2?osq=Restaurants
Lai Lai Wok,Chinese,4,"402 E Green St , Illinois",$$,https://www.yelp.com/biz/lai-lai-wok-champaign?osq=Restaurants
Lao Sze Chuan Chinese Restaurant,Szechuan,3.5,"608 E University Ave , Illinois",$$,https://www.yelp.com/biz/lao-sze-chuan-chinese-restaurant-champaign?osq=Restaurants
Le Peep Restaurant,"Breakfast & Brunch,Coffee & Tea,American (Traditional)",3.5,"2209 S Neil St , Illinois",$$,https://www.yelp.com/biz/le-peep-restaurant-champaign?osq=Restaurants
Legends,"Bars,Sandwiches",3.5,"522 E Green St , Illinois",$,https://www.yelp.com/biz/legends-champaign?osq=Restaurants
Li'l Porgy's Bar-B-Que,Barbeque,3.5,"1917 W Springfield Ave , Illinois",$,https://www.yelp.com/biz/lil-porgys-bar-b-que-champaign?osq=Restaurants
Libby's Lounge,"Cafes,Casinos",5,"905 S Neil St , Illinois",,https://www.yelp.com/biz/libbys-lounge-champaign?osq=Restaurants
Little Caesar's Pizza,Pizza,3,"1211 S Mattis , Illinois",$,https://www.yelp.com/biz/little-caesars-pizza-champaign-2?osq=Restaurants
Little Caesars Pizza,Pizza,2,"703 S Neil St , Illinois",$,https://www.yelp.com/biz/little-caesars-pizza-champaign-3?osq=Restaurants
Long John Silver's,"Seafood,Fast Food",2,"1217 N Prospect , Illinois",,https://www.yelp.com/biz/long-john-silvers-champaign?osq=Restaurants
LongHorn Steakhouse,"Steakhouses,American (Traditional),Barbeque",3,"2101 N Prospect Ave , Illinois",$$,https://www.yelp.com/biz/longhorn-steakhouse-champaign?osq=Restaurants
Los Zarapes,Mexican,4.5,"840 Eastwood Dr , Illinois",$,https://www.yelp.com/biz/los-zarapes-mahomet?osq=Restaurants
Mahomet Family Restaurant,"Diners,Breakfast & Brunch,American (Traditional)",3.5,"1002 Commercial Dr , Illinois",$,https://www.yelp.com/biz/mahomet-family-restaurant-mahomet?osq=Restaurants
Maize at the Station,Mexican,4,"100 N Chestnut St , Illinois",$,https://www.yelp.com/biz/maize-at-the-station-champaign-3?osq=Restaurants
Maize Mexican Grill,Mexican,4.5,"60 E Green Street , Illinois",$,https://www.yelp.com/biz/maize-mexican-grill-champaign?osq=Restaurants
Mandarin Wok,Chinese,3.5,"403 1/2 E Green St , Illinois",$,https://www.yelp.com/biz/mandarin-wok-champaign?osq=Restaurants
Manolo's Pizza & Empanadas,"Pizza,Empanadas",4,"1115 W Oregon St , Illinois",$,https://www.yelp.com/biz/manolos-pizza-and-empanadas-urbana?osq=Restaurants
Manzellas Italian Restaurant,"Venues & Event Spaces,Italian",3,"115 S 1st St , Illinois",,https://www.yelp.com/biz/manzellas-italian-restaurant-champaign-4?osq=Restaurants
Marcus Cafe Catering,"Caterers,American (New)",0,"1001 W Killarney , Illinois",,https://www.yelp.com/biz/marcus-cafe-catering-urbana?osq=Restaurants
Masijta Grill,Korean,4,"202 N Race , Illinois",$$,https://www.yelp.com/biz/masijta-grill-urbana?osq=Restaurants
Masonic Lodge No 391,Breakfast & Brunch,0,"102 E Main St , Illinois",,https://www.yelp.com/biz/masonic-lodge-no-391-tolono?osq=Restaurants
McAlister's Deli,"Delis,Salad,Sandwiches",3,"421 Town Center Rd , Illinois",$,https://www.yelp.com/biz/mcalisters-deli-champaign?osq=Restaurants
McDonald's,"Burgers,Fast Food,Coffee & Tea",2,"1006 Purnell Dr , Illinois",$,https://www.yelp.com/biz/mcdonalds-mahomet?osq=Restaurants
McDonald's,"Burgers,Fast Food,Coffee & Tea",2,"1605 S Neil , Illinois",$,https://www.yelp.com/biz/mcdonalds-champaign-4?osq=Restaurants
McDonald's,"Fast Food,Burgers,Coffee & Tea",2,"1705 S Philo Rd , Illinois",$,https://www.yelp.com/biz/mcdonalds-urbana-2?osq=Restaurants
McDonald's,"Fast Food,Burgers,Coffee & Tea",1.5,"1812 N Neil , Illinois",$,https://www.yelp.com/biz/mcdonalds-champaign?osq=Restaurants
McDonald's,"Burgers,Fast Food,Coffee & Tea",1.5,"2909 W Kirby Ave , Illinois",$,https://www.yelp.com/biz/mcdonalds-champaign-6?osq=Restaurants
McDonald's,"Burgers,Fast Food,Coffee & Tea",1.5,"4910 N Market St , Illinois",$,https://www.yelp.com/biz/mcdonalds-champaign-11?osq=Restaurants
